card_number,gender,Name,Surname,Age,Birthday,City,card_num
183238,M,Модест,Логинов,44,1980-02-26,Grodno,333642456
183239,M,Спартак,Голубев,54,1969-09-25,Brest,335437962
183240,F,Наина,Владимирова,40,1983-05-15,Lida,327130955
183241,F,Варвара,Петрова,56,1967-11-26,Orsha,329195956
183242,M,Герасим,Рожков,50,1973-07-14,Lida,336747344
183243,M,Лонгин,Журавлев,56,1967-06-13,Lida,336892272
183244,M,Аким,Белоусов,48,1975-10-02,Grodno,337902965
183245,F,Кира,Исаева,38,1985-09-23,Orsha,329739324
183246,F,Евпраксия,Петухова,37,1986-10-28,Brest,340698004
183247,F,Нонна,Антонова,47,1976-06-03,Minsk,341621674
183248,M,Аверьян,Стрелков,45,1979-02-12,Orsha,336261900
183249,F,Анастасия,Маркова,44,1979-09-08,Brest,335534248
183250,M,Милован,Романов,43,1981-04-10,Orsha,337105387
183251,M,Артем,Кузнецов,46,1977-09-25,Minsk,337248177
183252,M,Панкрат,Сидоров,44,1979-06-21,Grodno,339267886
183253,M,Нестор,Иванов,33,1991-03-07,Grodno,339493383
183254,M,Игорь,Соколов,39,1985-04-05,Gomel,339744199
183255,M,Август,Симонов,48,1976-03-25,Minsk,345674299
183256,F,Людмила,Семенова,32,1991-06-01,Orsha,345746311
183257,M,Архип,Назаров,36,1987-11-18,Grodno,347299624
183258,M,Фирс,Гусев,45,1979-03-14,Gomel,341168924
183259,M,Борис,Кириллов,47,1976-08-21,Mogilev,344107731
183260,F,Агата,Капустина,49,1974-09-09,Brest,350913871
183261,M,Георгий,Авдеев,49,1974-06-25,Gomel,352666022
183262,M,Андрей,Доронин,44,1979-07-20,Brest,358358079
183263,M,Якуб,Карпов,46,1977-12-04,Gomel,351612985
183264,F,Олимпиада,Тимофеева,36,1987-06-02,Lida,360224095
183265,F,Глафира,Ефимова,47,1976-04-29,Brest,361469905
183266,M,Амос,Орлов,40,1983-09-08,Minsk,356020507
183267,F,Лариса,Блохина,48,1975-04-21,Orsha,355602653
183268,M,Емельян,Громов,56,1967-09-29,Gomel,363397203
183269,M,Родион,Степанов,41,1982-06-16,Orsha,363814553
183270,M,Анисим,Ильин,46,1978-03-31,Orsha,363941893
183271,M,Ипполит,Кириллов,49,1975-03-17,Minsk,365080468
183272,M,Милен,Ларионов,49,1974-11-05,Grodno,371734868
183273,F,София,Баранова,52,1971-12-04,Lida,362965125
183274,M,Остромир,Веселов,39,1984-05-29,Mogilev,370340501
183275,M,Анисим,Соловьев,43,1981-03-28,Lida,378081701
183276,M,Тит,Якушев,55,1968-08-11,Grodno,371887104
183277,M,Парамон,Родионов,39,1985-01-21,Gomel,371868872
183278,M,Михаил,Мамонтов,46,1977-05-02,Minsk,372641096
183279,M,Геннадий,Красильников,38,1986-04-07,Orsha,382200612
183280,F,Нина,Лукина,46,1977-11-01,Gomel,382335640
183281,F,Александра,Карпова,51,1972-08-04,Gomel,374482317
183282,M,Андроник,Карпов,47,1977-01-24,Lida,374885105
183283,M,Антип,Кононов,35,1988-05-21,Gomel,377555291
183284,M,Николай,Туров,40,1983-11-19,Grodno,378207266
183285,M,Федот,Ефремов,29,1994-04-21,Brest,381083355
183286,M,Станислав,Брагин,44,1979-12-25,Grodno,382360687
183287,F,Дарья,Дроздова,38,1985-10-07,Gomel,381988991
183288,M,Сергей,Дементьев,42,1981-10-29,Lida,392040105
183289,M,Рюрик,Ершов,35,1988-11-19,Orsha,393439546
183290,M,Харитон,Ефремов,44,1979-08-24,Minsk,386364024
183291,M,Радован,Марков,47,1977-03-28,Mogilev,394532653
183292,M,Эмиль,Михайлов,52,1972-02-17,Brest,389804838
183293,M,Лонгин,Васильев,40,1984-03-01,Minsk,388914818
183294,M,Любосмысл,Филиппов,37,1986-11-12,Brest,398642500
183295,M,Гордей,Фадеев,51,1973-01-29,Minsk,400607327
183296,M,Милий,Аксенов,56,1968-04-08,Gomel,391108897
183297,M,Демьян,Прохоров,31,1992-05-07,Orsha,392390252
183298,M,Вениамин,Колобов,34,1989-05-05,Minsk,389830294
183299,M,Твердислав,Красильников,54,1970-04-17,Lida,391240805
183300,M,Аристарх,Калинин,47,1977-03-26,Brest,392104804
183301,F,Татьяна,Колесникова,38,1986-01-28,Gomel,394548865
183302,M,Стоян,Тетерин,48,1976-02-14,Lida,401168285
183303,M,Остромир,Филатов,44,1979-09-24,Minsk,401591742
183304,M,Назар,Романов,46,1977-04-23,Grodno,401649318
183305,M,Модест,Иванов,50,1973-12-15,Mogilev,403191111
183306,M,Варфоломей,Артемьев,38,1985-06-12,Grodno,395080249
183307,M,Ефрем,Якушев,41,1982-05-08,Mogilev,396335204
183308,F,Оксана,Коновалова,41,1982-08-19,Gomel,393587096
183309,M,Фрол,Молчанов,43,1980-09-13,Lida,396964120
183310,M,Иосиф,Ефимов,46,1977-06-07,Grodno,399602255
183311,M,Устин,Сысоев,43,1981-01-08,Grodno,409054834
183312,M,Аникей,Логинов,42,1981-06-20,Gomel,409819467
183313,M,Исай,Симонов,38,1986-02-03,Brest,409962838
183314,M,Савва,Большаков,43,1981-01-08,Gomel,402431278
183315,F,Вероника,Рябова,44,1979-06-27,Orsha,409961582
183316,M,Лука,Копылов,43,1980-07-17,Mogilev,416634156
183317,M,Панкратий,Емельянов,51,1972-10-26,Grodno,410614576
183318,M,Амос,Николаев,45,1979-02-24,Grodno,420620350
183319,M,Мариан,Журавлев,44,1979-08-29,Grodno,421852249
183320,M,Афиноген,Гаврилов,46,1978-01-31,Minsk,416535280
183321,M,Мартын,Анисимов,43,1981-02-09,Minsk,416869992
183322,M,Онуфрий,Субботин,34,1989-06-29,Orsha,423680325
183323,F,Элеонора,Ильина,51,1973-03-08,Gomel,420362273
183324,F,Марфа,Тарасова,50,1974-01-24,Mogilev,426296848
183325,M,Фрол,Константинов,49,1974-07-08,Lida,427627827
183326,M,Борислав,Захаров,45,1978-08-06,Orsha,420860888
183327,M,Савва,Чернов,54,1969-07-18,Mogilev,428574499
183328,M,Станимир,Филиппов,46,1977-07-06,Lida,422990626
183329,F,Вера,Селиверстова,31,1992-05-10,Minsk,423059686
183330,F,Иванна,Носкова,45,1978-08-29,Mogilev,423145063
183331,M,Ипполит,Николаев,34,1990-04-08,Grodno,433671256
183332,F,Евпраксия,Фомина,49,1974-10-02,Minsk,426313660
183333,M,Гедеон,Шарапов,37,1986-05-03,Orsha,428030526
183334,M,Сильвестр,Романов,57,1966-07-16,Minsk,427075696
183335,M,Иннокентий,Колобов,45,1978-12-17,Orsha,428257673
183336,F,Нина,Турова,62,1962-02-13,Minsk,435837665
183337,F,Жанна,Самойлова,43,1981-02-15,Grodno,436405920
183338,M,Панфил,Князев,50,1973-12-06,Mogilev,427215193
183339,M,Азарий,Гурьев,40,1983-10-25,Grodno,428416303
183340,M,Эмиль,Макаров,54,1969-06-02,Mogilev,430438063
183341,F,Галина,Беляева,56,1968-04-02,Brest,430871123
183342,F,Фаина,Жукова,51,1972-09-24,Grodno,429436367
183343,M,Парамон,Константинов,47,1977-02-01,Gomel,431770472
183344,M,Сила,Симонов,50,1974-02-16,Minsk,432289282
183345,M,Фортунат,Блинов,37,1986-11-22,Mogilev,440653636
183346,M,Автоном,Ларионов,41,1983-01-06,Minsk,442631267
183347,M,Святополк,Ситников,40,1983-08-08,Brest,434652297
183348,M,Милан,Воробьев,46,1978-02-27,Mogilev,444986719
183349,M,Семен,Колесников,42,1981-08-10,Mogilev,438503606
183350,F,Лора,Дмитриева,49,1974-11-29,Gomel,448325823
183351,F,Иванна,Агафонова,37,1986-08-10,Gomel,442459362
183352,M,Архип,Прохоров,55,1969-01-27,Brest,452215068
183353,F,Феврония,Кузьмина,35,1989-03-18,Brest,445262177
183354,F,Анастасия,Щербакова,38,1985-06-25,Brest,448158091
183355,M,Арефий,Абрамов,55,1969-01-14,Brest,451116671
183356,M,Петр,Щукин,36,1987-10-19,Brest,450767623
183357,F,Валентина,Кулакова,47,1977-01-19,Mogilev,460065372
183358,F,Ольга,Шубина,53,1971-04-01,Orsha,453651287
183359,F,Фаина,Попова,48,1976-02-19,Brest,453666756
183360,M,Глеб,Гордеев,41,1982-12-28,Mogilev,463808192
183361,F,Ксения,Кабанова,42,1982-04-17,Minsk,464212939
183362,M,Всеволод,Мухин,34,1989-09-28,Minsk,452528090
183363,M,Трофим,Харитонов,56,1967-07-29,Lida,455566790
183364,M,Агафон,Крылов,44,1980-04-07,Mogilev,457127367
183365,F,Ирина,Селиверстова,46,1977-05-10,Minsk,461207538
183366,M,Кондрат,Трофимов,47,1976-06-09,Brest,463094155
183367,M,Мина,Артемьев,47,1977-02-01,Brest,463451480
183368,M,Панкрат,Матвеев,42,1982-02-25,Mogilev,472042320
183369,F,Виктория,Костина,44,1979-06-27,Gomel,465306062
183370,M,Валентин,Блинов,66,1957-10-09,Lida,466146267
183371,F,София,Орехова,44,1979-11-13,Lida,466880188
183372,M,Юрий,Козлов,40,1983-08-31,Orsha,463664999
183373,M,Илья,Киселев,48,1975-09-03,Gomel,468537836
183374,M,Валентин,Юдин,54,1970-03-31,Grodno,469275659
183375,M,Добромысл,Кононов,49,1975-03-12,Lida,468823756
183376,F,Светлана,Кондратьева,48,1975-06-30,Grodno,469255982
183377,M,Никифор,Уваров,49,1975-02-12,Grodno,471167803
183378,M,Корнил,Горбачев,54,1969-06-07,Mogilev,480069123
183379,M,Макар,Петров,39,1984-06-08,Brest,471712558
183380,F,Валерия,Зуева,35,1988-08-19,Mogilev,471073092
183381,M,Велимир,Котов,53,1971-03-25,Lida,474873920
183382,M,Всеслав,Вишняков,49,1975-02-09,Mogilev,476592153
183383,M,Лазарь,Пахомов,45,1978-05-02,Lida,476688175
183384,M,Тимофей,Дементьев,44,1979-08-19,Brest,480977135
183385,F,Евпраксия,Маслова,34,1990-01-04,Brest,482066663
183386,F,Элеонора,Дьячкова,60,1963-11-07,Mogilev,481764961
183387,M,Ратибор,Борисов,45,1978-07-19,Mogilev,483380014
183388,M,Самсон,Смирнов,47,1976-09-06,Minsk,489687123
183389,F,Марина,Ершова,52,1972-02-25,Brest,489932107
183390,M,Лев,Новиков,46,1977-11-07,Gomel,484018951
183391,F,Антонина,Смирнова,39,1984-04-27,Grodno,484273721
183392,M,Боян,Медведев,46,1977-04-29,Lida,493413284
183393,F,Лариса,Гордеева,57,1966-08-19,Mogilev,489008793
183394,M,Тимур,Моисеев,37,1986-07-16,Gomel,496285226
183395,F,Регина,Шарапова,39,1984-07-06,Gomel,490297078
183396,M,Дементий,Гордеев,50,1973-06-16,Brest,499687709
183397,F,Нонна,Александрова,46,1977-07-26,Lida,500234509
183398,F,Ольга,Андреева,46,1977-11-22,Orsha,494164621
183399,M,Аристарх,Филатов,48,1975-07-16,Mogilev,494694619
183400,M,Платон,Зимин,57,1966-12-02,Minsk,491375543
183401,M,Владлен,Лазарев,48,1976-03-05,Orsha,492408420
183402,M,Тит,Константинов,49,1975-01-07,Lida,495020194
183403,F,Галина,Зиновьева,43,1980-06-04,Gomel,501891521
183404,F,Полина,Мухина,49,1974-11-04,Gomel,502804608
183405,M,Прокофий,Дорофеев,44,1980-03-14,Mogilev,502984291
183406,M,Аполлинарий,Кабанов,40,1984-02-22,Mogilev,497256655
183407,F,Елена,Евсеева,42,1981-09-28,Mogilev,497367288
183408,F,Валентина,Александрова,50,1973-07-11,Mogilev,501065936
183409,M,Василий,Мартынов,44,1979-10-01,Brest,500137157
183410,M,Глеб,Бобылев,40,1983-05-25,Grodno,511615209
183411,F,Тамара,Наумова,47,1976-10-14,Brest,506909536
183412,M,Соломон,Буров,44,1979-11-20,Mogilev,507626855
183413,F,Виктория,Гаврилова,42,1982-01-31,Orsha,510055563
183414,F,Таисия,Яковлева,35,1988-09-17,Mogilev,520725395
183415,F,Галина,Пахомова,47,1976-07-16,Orsha,514051774
183416,M,Георгий,Зуев,52,1972-01-16,Orsha,521720379
183417,F,Марина,Максимова,37,1986-06-02,Grodno,522019466
183418,M,Владимир,Мельников,48,1975-11-07,Mogilev,523276727
183419,F,Марина,Ситникова,27,1997-02-07,Grodno,523749855
183420,M,Артем,Корнилов,46,1977-04-22,Brest,514193782
183421,M,Христофор,Миронов,57,1966-07-01,Mogilev,516096100
183422,F,Надежда,Медведева,52,1971-05-09,Minsk,520282150
183423,M,Руслан,Соколов,40,1984-02-13,Gomel,518950971
183424,M,Евстафий,Беляев,33,1991-03-09,Minsk,528475589
183425,M,Ульян,Самсонов,43,1980-05-30,Grodno,522182150
183426,F,Майя,Гришина,48,1975-07-10,Brest,522728975
183427,F,Фёкла,Боброва,54,1969-11-14,Grodno,523746224
183428,M,Макар,Сорокин,46,1977-07-20,Grodno,522320021
183429,F,Ольга,Игнатова,48,1976-03-05,Grodno,525721167
183430,F,Евфросиния,Сергеева,46,1977-04-26,Orsha,525562530
183431,M,Геннадий,Савин,36,1988-02-08,Mogilev,537890554
183432,M,Савелий,Владимиров,42,1982-01-04,Minsk,530990898
183433,M,Амос,Гусев,44,1980-03-14,Minsk,529376323
183434,M,Федор,Карпов,51,1972-04-26,Brest,535624270
183435,M,Пров,Дорофеев,46,1978-01-24,Gomel,536904945
183436,F,Татьяна,Семенова,37,1986-07-27,Brest,545606408
183437,M,Изяслав,Сорокин,46,1977-08-15,Minsk,538015930
183438,M,Руслан,Рыбаков,41,1982-05-14,Orsha,536787223
183439,F,Алина,Калашникова,40,1984-02-20,Mogilev,548544935
183440,M,Яков,Рыбаков,44,1979-10-18,Lida,549256059
183441,M,Феоктист,Захаров,33,1990-04-30,Mogilev,542540137
183442,M,Амос,Котов,31,1992-08-30,Grodno,541318808
183443,F,София,Журавлева,48,1975-07-04,Brest,544367992
183444,F,Зинаида,Колобова,51,1973-01-26,Mogilev,545315842
183445,M,Никодим,Баранов,46,1977-10-03,Gomel,546892906
183446,M,Аполлон,Дмитриев,47,1976-06-28,Minsk,543840254
183447,F,София,Ершова,46,1978-04-16,Orsha,554495477
183448,M,Филарет,Абрамов,38,1985-12-01,Grodno,559630193
183449,M,Тимур,Королев,46,1977-08-17,Brest,552979621
183450,M,Фортунат,Кулаков,35,1988-05-07,Lida,554494058
183451,M,Гремислав,Александров,44,1979-06-19,Mogilev,551626480
183452,F,Валерия,Власова,38,1985-08-01,Grodno,551710522
183453,M,Святослав,Гусев,38,1985-11-28,Orsha,556347122
183454,M,Феоктист,Киселев,43,1981-02-23,Orsha,562413934
183455,M,Феликс,Мухин,50,1973-04-26,Lida,557359266
183456,M,Лучезар,Ершов,41,1982-11-18,Gomel,558140897
183457,F,Лукия,Зыкова,47,1976-08-21,Gomel,558414201
183458,M,Прокл,Лапин,42,1982-04-12,Mogilev,564823090
183459,M,Осип,Исаев,44,1979-06-21,Gomel,565019217
183460,M,Ярополк,Андреев,46,1977-08-17,Grodno,565076431
183461,M,Антонин,Шашков,42,1981-08-30,Mogilev,565970278
183462,F,Таисия,Сысоева,45,1979-02-25,Grodno,566016774
183463,M,Феоктист,Суханов,50,1974-01-08,Orsha,564427577
183464,M,Сила,Зайцев,43,1981-04-08,Grodno,564388571
183465,F,Олимпиада,Турова,57,1967-01-01,Lida,574529966
183466,M,Ипполит,Абрамов,40,1983-10-09,Gomel,567840032
183467,M,Агап,Афанасьев,52,1971-04-20,Gomel,567255504
183468,M,Аркадий,Евдокимов,44,1979-09-07,Orsha,573189358
183469,M,Аникита,Суханов,35,1988-06-15,Brest,581304652
